"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Canadian and foreign direct investment","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661276","1.25.1.2","","x","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v53853672","1.25.1.3","","..","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661277","1.25.1.4","","x","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661278","1.25.1.5","","x","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661279","1.25.2.1","60","","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661280","1.25.2.2","53","","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661281","1.25.2.3","","x","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661282","1.25.2.4","","x","","","0"
"1999","Canada","2016A000011124","Clothing manufacturing [315]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661283","1.25.2.5","","x","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661284","1.26.1.1","","x","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661285","1.26.1.2","","x","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v53853673","1.26.1.3","","..","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v53853674","1.26.1.4","","..","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v53853675","1.26.1.5","","..","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661286","1.26.2.1","13","","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661287","1.26.2.2","","x","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661288","1.26.2.4","","..","","","0"
"1999","Canada","2016A000011124","Leather and allied product manufacturing [316]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661289","1.26.2.5","","x","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661290","1.27.1.1","2506","","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661291","1.27.1.2","1929","","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661292","1.27.1.3","","x","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661293","1.27.1.4","","x","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661294","1.27.1.5","","x","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661295","1.27.1.6","","..","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661296","1.27.2.1","4636","","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661297","1.27.2.2","3860","","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661298","1.27.2.3","","x","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661299","1.27.2.4","","x","","","0"
"1999","Canada","2016A000011124","Wood product manufacturing [321]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661300","1.27.2.5","262","","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661301","1.28.1.1","4064","","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661302","1.28.1.2","2044","","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661303","1.28.1.3","","x","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661304","1.28.1.4","","x","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661305","1.28.1.5","1440","","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661306","1.28.2.1","9847","","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661307","1.28.2.2","7204","","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661308","1.28.2.3","","x","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661309","1.28.2.4","","x","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661310","1.28.2.5","","x","","","0"
"1999","Canada","2016A000011124","Paper manufacturing [322]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661311","1.28.2.6","","x","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661312","1.29.1.1","","x","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661313","1.29.1.2","","x","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661314","1.29.1.3","","x","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661315","1.29.1.4","23","","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661316","1.29.1.5","","x","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661317","1.29.1.6","","..","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661318","1.29.2.1","228","","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661319","1.29.2.2","150","","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661320","1.29.2.3","","..","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661321","1.29.2.4","","x","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661322","1.29.2.5","76","","","","0"
"1999","Canada","2016A000011124","Printing and related support activities [323]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661323","1.29.2.6","","x","","","0"
"1999","Canada","2016A000011124","Petroleum and coal products manufacturing [324]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661334","1.30.1.1","194","","","","0"
"1999","Canada","2016A000011124","Petroleum and coal products manufacturing [324]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661335","1.30.1.2","178","","","","0"
"1999","Canada","2016A000011124","Petroleum and coal products manufacturing [324]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661336","1.30.1.3","","x","","","0"
"1999","Canada","2016A000011124","Petroleum and coal products manufacturing [324]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661337","1.30.1.4","","..","","","0"
"1999","Canada","2016A000011124","Petroleum and coal products manufacturing [324]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661338","1.30.1.5","","x","","","0"
"1999","Canada","2016A000011124","Petroleum and coal products manufacturing [324]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661339","1.30.2.1","7768","","","","0"
